sequence,v115@EhB8IeA8AeA8EeC8AeB8DeC8KeT/IvhFigBUiB5oBF?qBXrBGrB,v115@EhB8IeA8AeA8EeC8AeB8DeC8KeT/IvhF/lBVnB5oBK?rBGmBUqB,v115@EhB8IeA8AeA8EeC8AeB8DeC8Ke/EJvhFVmBUiB5oBK?qBGlBTrB,v115@EhB8IeA8AeA8EeC8AeB8DeC8Ke/EJvhFzgBUiB5oB+?rBlqBaqB
ZOSJILT,X,O,O,X
ZOSJLTI,X,O,O,X
ZOSJLIT,X,O,O,X
OTILJSZ,O,X,O,O
OTILJZS,O,O,O,O
OTILSJZ,O,X,O,O
OTILSZJ,O,O,O,X
OTILZJS,O,O,O,X
OTILZSJ,O,O,O,X
OTIJLSZ,O,X,O,O
OTIJLZS,O,O,O,O
OTIJSLZ,O,X,O,O
OTIJSZL,O,X,O,O
OTIJZLS,O,O,O,O
OTIJZSL,O,O,O,O
OTISLJZ,O,X,O,O
OTISLZJ,O,O,O,X
OTISJLZ,O,X,O,O
OTISJZL,O,X,O,O
OTISZLJ,O,O,O,X
OTISZJL,O,O,O,O
OTIZLJS,O,O,O,X
OTIZLSJ,O,O,O,X
OTIZJLS,O,O,O,O
OTIZJSL,O,O,O,O
OTIZSLJ,O,O,O,X
OTIZSJL,O,O,O,O
OTLIJSZ,O,X,O,O
OTLIJZS,O,O,O,O
OTLISJZ,O,X,O,O
OTLISZJ,O,O,O,X
OTLIZJS,O,O,O,X
OTLIZSJ,O,O,O,X
OTLJISZ,O,X,O,O
OTLJIZS,O,O,O,O
OTLJSIZ,O,X,O,O
OTLJSZI,O,X,O,O
OTLJZIS,O,O,O,O
OTLJZSI,X,O,O,O
OTLSIJZ,O,X,O,O
OTLSIZJ,O,O,O,X
OTLSJIZ,O,X,O,O
OTLSJZI,O,X,O,O
OTLSZIJ,O,O,O,X
OTLSZJI,O,O,O,X
OTLZIJS,O,O,O,X
OTLZISJ,O,O,O,X
OTLZJIS,O,O,O,X
OTLZJSI,X,O,O,X
OTLZSIJ,O,O,O,X
OTLZSJI,O,O,O,X
OTJILSZ,O,X,O,O
OTJILZS,O,O,O,O
OTJISLZ,O,X,O,O
OTJISZL,O,X,O,O
OTJIZLS,O,O,O,O
OTJIZSL,O,O,O,O
OTJLISZ,O,X,O,O
OTJLIZS,O,O,O,O
OTJLSIZ,O,X,O,O
OTJLSZI,O,X,O,O
OTJLZIS,O,O,O,O
OTJLZSI,X,O,O,O
OTJSILZ,O,X,O,O
OTJSIZL,O,X,O,O
OTJSLIZ,O,X,O,O
OTJSLZI,O,X,O,O
OTJSZIL,O,X,O,O
OTJSZLI,O,X,O,O
OTJZILS,O,O,O,O
OTJZISL,O,O,O,O
OTJZLIS,O,O,O,O
OTJZLSI,X,O,O,O
OTJZSIL,O,O,O,O
OTJZSLI,O,O,O,O
OTSILJZ,O,X,O,O
OTSILZJ,O,O,O,X
OTSIJLZ,O,X,O,O
OTSIJZL,O,X,O,O
OTSIZLJ,O,O,O,X
OTSIZJL,O,O,O,O
OTSLIJZ,O,X,O,O
OTSLIZJ,O,O,O,X
OTSLJIZ,O,X,O,O
OTSLJZI,O,X,O,O
OTSLZIJ,O,O,O,X
OTSLZJI,O,O,O,X
OTSJILZ,O,X,O,O
OTSJIZL,O,X,O,O
OTSJLIZ,O,X,O,O
OTSJLZI,O,X,O,O
OTSJZIL,O,X,O,O
OTSJZLI,O,X,O,O
OTSZILJ,O,O,O,X
OTSZIJL,O,O,O,O
OTSZLIJ,O,O,O,X
OTSZLJI,O,O,O,X
OTSZJIL,O,O,O,O
OTSZJLI,O,O,O,O
OTZILJS,O,O,O,X
OTZILSJ,O,O,O,X
OTZIJLS,O,O,O,O
OTZIJSL,O,O,O,O
OTZISLJ,O,O,O,X
OTZISJL,O,O,O,O
OTZLIJS,O,O,O,X
OTZLISJ,O,O,O,X
OTZLJIS,O,O,O,X
OTZLJSI,X,O,O,X
OTZLSIJ,O,O,O,X
OTZLSJI,O,O,O,X
OTZJILS,O,O,O,O
OTZJISL,O,O,O,O
OTZJLIS,O,O,O,O
OTZJLSI,X,O,O,O
OTZJSIL,O,O,O,O
OTZJSLI,O,O,O,O
OTZSILJ,O,O,O,X
OTZSIJL,O,O,O,O
OTZSLIJ,O,O,O,X
OTZSLJI,O,O,O,X
OTZSJIL,O,O,O,O
OTZSJLI,O,O,O,O
OITLJSZ,O,X,O,O
OITLJZS,O,O,O,O
OITLSJZ,O,X,O,O
OITLSZJ,O,O,O,X
OITLZJS,O,O,O,X
OITLZSJ,O,O,O,X
OITJLSZ,O,X,O,O
OITJLZS,O,O,O,O
OITJSLZ,O,X,O,O
OITJSZL,O,X,O,O
OITJZLS,O,O,O,O
OITJZSL,O,O,O,O
OITSLJZ,O,X,O,O
OITSLZJ,O,O,O,X
OITSJLZ,O,X,O,O
OITSJZL,O,X,O,O
OITSZLJ,O,O,O,X
OITSZJL,O,O,O,O
OITZLJS,O,O,O,X
OITZLSJ,O,O,O,X
OITZJLS,O,O,O,O
OITZJSL,O,O,O,O
OITZSLJ,O,O,O,X
OITZSJL,O,O,O,O
OILTJSZ,O,X,O,X
OILTJZS,O,O,O,X
OILTSJZ,O,X,O,X
OILTSZJ,O,O,O,X
OILTZJS,O,O,O,X
OILTZSJ,O,O,O,X
OILJTSZ,X,X,O,X
OILJTZS,X,O,O,X
OILJSTZ,X,X,O,X
OILJSZT,X,X,O,X
OILJZTS,X,O,O,X
OILJZST,X,O,O,X
OILSTJZ,O,X,O,X
OILSTZJ,O,O,O,X
OILSJTZ,X,X,O,X
OILSJZT,X,X,O,X
OILSZTJ,O,O,O,X
OILSZJT,X,O,O,X
OILZTJS,O,O,O,X
OILZTSJ,O,O,O,X
OILZJTS,X,O,O,X
OILZJST,X,O,O,X
OILZSTJ,O,O,O,X
OILZSJT,X,O,O,X
OIJTLSZ,O,X,O,O
OIJTLZS,O,O,O,O
OIJTSLZ,O,X,O,O
OIJTSZL,O,X,O,O
OIJTZLS,O,O,O,O
OIJTZSL,O,O,O,O
OIJLTSZ,X,X,O,X
OIJLTZS,X,O,O,X
OIJLSTZ,X,X,O,X
OIJLSZT,X,X,O,X
OIJLZTS,X,O,O,X
OIJLZST,X,O,O,X
OIJSTLZ,O,X,O,O
OIJSTZL,O,X,O,O
OIJSLTZ,X,X,O,X
OIJSLZT,X,X,O,X
OIJSZTL,O,X,O,O
OIJSZLT,X,X,O,X
OIJZTLS,O,O,O,O
OIJZTSL,O,O,O,O
OIJZLTS,X,O,O,X
OIJZLST,X,O,O,X
OIJZSTL,O,O,O,O
OIJZSLT,X,O,O,X
OISTLJZ,O,X,O,O
OISTLZJ,O,O,O,X
OISTJLZ,O,X,O,O
OISTJZL,O,X,O,O
OISTZLJ,O,O,O,X
OISTZJL,O,O,O,O
OISLTJZ,O,X,O,X
OISLTZJ,O,O,O,X
OISLJTZ,X,X,O,X
OISLJZT,X,X,O,X
OISLZTJ,O,O,O,X
OISLZJT,X,O,O,X
OISJTLZ,O,X,O,O
OISJTZL,O,X,O,O
OISJLTZ,X,X,O,X
OISJLZT,X,X,O,X
OISJZTL,O,X,O,O
OISJZLT,X,X,O,X
OISZTLJ,O,O,O,X
OISZTJL,O,O,O,X
OISZLTJ,O,O,O,X
OISZLJT,X,O,O,X
OISZJTL,O,O,O,O
OISZJLT,X,O,O,X
OIZTLJS,O,O,O,X
OIZTLSJ,O,O,O,X
OIZTJLS,O,O,O,X
OIZTJSL,O,O,O,X
OIZTSLJ,O,O,O,X
OIZTSJL,O,O,O,X
OIZLTJS,O,O,O,X
OIZLTSJ,O,O,O,X
OIZLJTS,X,O,O,X
OIZLJST,X,O,O,X
OIZLSTJ,O,O,O,X
OIZLSJT,X,O,O,X
OIZJTLS,O,O,O,O
OIZJTSL,O,O,O,O
OIZJLTS,X,O,O,X
OIZJLST,X,O,O,X
OIZJSTL,O,O,O,O
OIZJSLT,X,O,O,X
OIZSTLJ,O,O,O,X
OIZSTJL,O,O,O,X
OIZSLTJ,O,O,O,X
OIZSLJT,X,O,O,X
OIZSJTL,O,O,O,O
OIZSJLT,X,O,O,X
OLTIJSZ,O,X,O,X
OLTIJZS,O,O,O,X
OLTISJZ,O,X,O,X
OLTISZJ,O,O,O,X
OLTIZJS,O,O,O,X
OLTIZSJ,O,O,O,X
OLTJISZ,O,X,O,X
OLTJIZS,O,O,O,X
OLTJSIZ,O,X,O,X
OLTJSZI,O,X,O,X
OLTJZIS,O,O,O,X
OLTJZSI,X,O,O,X
OLTSIJZ,O,X,O,X
OLTSIZJ,O,O,O,X
OLTSJIZ,O,X,O,X
OLTSJZI,O,X,O,X
OLTSZIJ,O,O,O,X
OLTSZJI,O,O,O,X
OLTZIJS,O,O,O,X
OLTZISJ,O,O,O,X
OLTZJIS,O,O,O,X
OLTZJSI,X,O,O,X
OLTZSIJ,O,O,O,X
OLTZSJI,O,O,O,X
OLITJSZ,O,X,O,X
OLITJZS,O,O,O,X
OLITSJZ,O,X,O,X
OLITSZJ,O,O,O,X
OLITZJS,O,O,O,X
OLITZSJ,O,O,O,X
OLIJTSZ,X,X,O,X
OLIJTZS,X,O,O,X
OLIJSTZ,X,X,O,X
OLIJSZT,X,X,O,X
OLIJZTS,X,O,O,X
OLIJZST,X,O,O,X
OLISTJZ,O,X,O,X
OLISTZJ,O,O,O,X
OLISJTZ,X,X,O,X
OLISJZT,X,X,O,X
OLISZTJ,O,O,O,X
OLISZJT,X,O,O,X
OLIZTJS,O,O,O,X
OLIZTSJ,O,O,O,X
OLIZJTS,X,O,O,X
OLIZJST,X,O,O,X
OLIZSTJ,O,O,O,X
OLIZSJT,X,O,O,X
OLJTISZ,X,X,O,X
OLJTIZS,X,O,O,X
OLJTSIZ,X,X,O,X
OLJTSZI,X,X,O,X
OLJTZIS,X,O,O,X
OLJTZSI,X,O,O,X
OLJITSZ,X,X,O,X
OLJITZS,X,O,O,X
OLJISTZ,X,X,O,X
OLJISZT,X,X,O,X
OLJIZTS,X,O,O,X
OLJIZST,X,O,O,X
OLJSTIZ,X,X,O,X
OLJSTZI,X,X,O,X
OLJSITZ,X,X,O,X
OLJSIZT,X,X,O,X
OLJSZTI,X,X,O,X
OLJSZIT,X,X,O,X
OLJZTIS,X,O,O,X
OLJZTSI,X,O,O,X
OLJZITS,X,O,O,X
OLJZIST,X,O,O,X
OLJZSTI,X,O,O,X
OLJZSIT,X,O,O,X
OLSTIJZ,O,X,O,X
OLSTIZJ,O,O,O,X
OLSTJIZ,O,X,O,X
OLSTJZI,O,X,O,X
OLSTZIJ,O,O,O,X
OLSTZJI,O,O,O,X
OLSITJZ,O,X,O,X
OLSITZJ,O,O,O,X
OLSIJTZ,X,X,O,X
OLSIJZT,X,X,O,X
OLSIZTJ,O,O,O,X
OLSIZJT,X,O,O,X
OLSJTIZ,X,X,O,X
OLSJTZI,X,X,O,X
OLSJITZ,X,X,O,X
OLSJIZT,X,X,O,X
OLSJZTI,X,X,O,X
OLSJZIT,X,X,O,X
OLSZTIJ,O,O,O,X
OLSZTJI,O,O,O,X
OLSZITJ,O,O,O,X
OLSZIJT,X,O,O,X
OLSZJTI,X,O,O,X
OLSZJIT,X,O,O,X
OLZTIJS,O,O,O,X
OLZTISJ,O,O,O,X
OLZTJIS,O,O,O,X
OLZTJSI,X,O,O,X
OLZTSIJ,O,O,O,X
OLZTSJI,O,O,O,X
OLZITJS,O,O,O,X
OLZITSJ,O,O,O,X
OLZIJTS,X,O,O,X
OLZIJST,X,O,O,X
OLZISTJ,O,O,O,X
OLZISJT,X,O,O,X
OLZJTIS,X,O,O,X
OLZJTSI,X,O,O,X
OLZJITS,X,O,O,X
OLZJIST,X,O,O,X
OLZJSTI,X,O,O,X
OLZJSIT,X,O,O,X
OLZSTIJ,O,O,O,X
OLZSTJI,O,O,O,X
OLZSITJ,O,O,O,X
OLZSIJT,X,O,O,X
OLZSJTI,X,O,O,X
OLZSJIT,X,O,O,X
OJTILSZ,O,X,O,O
OJTILZS,O,O,O,O
OJTISLZ,O,X,O,O
OJTISZL,O,X,O,O
OJTIZLS,O,O,O,O
OJTIZSL,O,O,O,O
OJTLISZ,O,X,O,O
OJTLIZS,O,O,O,O
OJTLSIZ,O,X,O,O
OJTLSZI,O,X,O,O
OJTLZIS,O,O,O,O
OJTLZSI,X,O,O,O
OJTSILZ,O,X,O,O
OJTSIZL,O,X,O,O
OJTSLIZ,O,X,O,O
OJTSLZI,O,X,O,O
OJTSZIL,O,X,O,O
OJTSZLI,O,X,O,O
OJTZILS,O,O,O,O
OJTZISL,O,O,O,O
OJTZLIS,O,O,O,O
OJTZLSI,X,O,O,O
OJTZSIL,O,O,O,O
OJTZSLI,O,O,O,O
OJITLSZ,O,X,O,O
OJITLZS,O,O,O,O
OJITSLZ,O,X,O,O
OJITSZL,O,X,O,O
OJITZLS,O,O,O,O
OJITZSL,O,O,O,O
OJILTSZ,X,X,O,X
OJILTZS,X,O,O,X
OJILSTZ,X,X,O,X
OJILSZT,X,X,O,X
OJILZTS,X,O,O,X
OJILZST,X,O,O,X
OJISTLZ,O,X,O,O
OJISTZL,O,X,O,O
OJISLTZ,X,X,O,X
OJISLZT,X,X,O,X
OJISZTL,O,X,O,O
OJISZLT,X,X,O,X
OJIZTLS,O,O,O,O
OJIZTSL,O,O,O,O
OJIZLTS,X,O,O,X
OJIZLST,X,O,O,X
OJIZSTL,O,O,O,O
OJIZSLT,X,O,O,X
OJLTISZ,X,X,O,X
OJLTIZS,X,O,O,X
OJLTSIZ,X,X,O,X
OJLTSZI,X,X,O,X
OJLTZIS,X,O,O,X
OJLTZSI,X,O,O,X
OJLITSZ,X,X,O,X
OJLITZS,X,O,O,X
OJLISTZ,X,X,O,X
OJLISZT,X,X,O,X
OJLIZTS,X,O,O,X
OJLIZST,X,O,O,X
OJLSTIZ,X,X,O,X
OJLSTZI,X,X,O,X
OJLSITZ,X,X,O,X
OJLSIZT,X,X,O,X
OJLSZTI,X,X,O,X
OJLSZIT,X,X,O,X
OJLZTIS,X,O,O,X
OJLZTSI,X,O,O,X
OJLZITS,X,O,O,X
OJLZIST,X,O,O,X
OJLZSTI,X,O,O,X
OJLZSIT,X,O,O,X
OJSTILZ,O,X,O,O
OJSTIZL,O,X,O,O
OJSTLIZ,O,X,O,O
OJSTLZI,O,X,O,O
OJSTZIL,O,X,O,O
OJSTZLI,O,X,O,O
OJSITLZ,O,X,O,O
OJSITZL,O,X,O,O
OJSILTZ,X,X,O,X
OJSILZT,X,X,O,X
OJSIZTL,O,X,O,O
OJSIZLT,X,X,O,X
OJSLTIZ,X,X,O,X
OJSLTZI,X,X,O,X
OJSLITZ,X,X,O,X
OJSLIZT,X,X,O,X
OJSLZTI,X,X,O,X
OJSLZIT,X,X,O,X
OJSZTIL,O,X,O,O
OJSZTLI,O,X,O,O
OJSZITL,O,X,O,O
OJSZILT,X,X,O,X
OJSZLTI,X,X,O,X
OJSZLIT,X,X,O,X
OJZTILS,O,O,O,O
OJZTISL,O,O,O,O
OJZTLIS,O,O,O,O
OJZTLSI,X,O,O,O
OJZTSIL,O,O,O,O
OJZTSLI,O,O,O,O
OJZITLS,O,O,O,O
OJZITSL,O,O,O,O
OJZILTS,X,O,O,X
OJZILST,X,O,O,X
OJZISTL,O,O,O,O
OJZISLT,X,O,O,X
OJZLTIS,X,O,O,X
OJZLTSI,X,O,O,X
OJZLITS,X,O,O,X
OJZLIST,X,O,O,X
OJZLSTI,X,O,O,X
OJZLSIT,X,O,O,X
OJZSTIL,O,O,O,O
OJZSTLI,O,O,O,O
OJZSITL,O,O,O,O
OJZSILT,X,O,O,X
OJZSLTI,X,O,O,X
OJZSLIT,X,O,O,X
OSTILJZ,O,X,O,O
OSTILZJ,O,O,O,X
OSTIJLZ,O,X,O,O
OSTIJZL,O,X,O,O
OSTIZLJ,O,O,O,X
OSTIZJL,O,O,O,O
OSTLIJZ,O,X,O,O
OSTLIZJ,O,O,O,X
OSTLJIZ,O,X,O,O
OSTLJZI,O,X,O,O
OSTLZIJ,O,O,O,X
OSTLZJI,O,O,O,X
OSTJILZ,O,X,O,O
OSTJIZL,O,X,O,O
OSTJLIZ,O,X,O,O
OSTJLZI,O,X,O,O
OSTJZIL,O,X,O,O
OSTJZLI,O,X,O,O
OSTZILJ,O,O,O,X
OSTZIJL,O,O,O,O
OSTZLIJ,O,O,O,X
OSTZLJI,O,O,O,X
OSTZJIL,O,O,O,O
OSTZJLI,O,O,O,O
OSITLJZ,O,X,O,O
OSITLZJ,O,O,O,X
OSITJLZ,O,X,O,O
OSITJZL,O,X,O,O
OSITZLJ,O,O,O,X
OSITZJL,O,O,O,O
OSILTJZ,O,X,O,X
OSILTZJ,O,O,O,X
OSILJTZ,X,X,O,X
OSILJZT,X,X,O,X
OSILZTJ,O,O,O,X
OSILZJT,X,O,O,X
OSIJTLZ,O,X,O,O
OSIJTZL,O,X,O,O
OSIJLTZ,X,X,O,X
OSIJLZT,X,X,O,X
OSIJZTL,O,X,O,O
OSIJZLT,X,X,O,X
OSIZTLJ,O,O,O,X
OSIZTJL,O,O,O,X
OSIZLTJ,O,O,O,X
OSIZLJT,X,O,O,X
OSIZJTL,O,O,O,O
OSIZJLT,X,O,O,X
OSLTIJZ,O,X,O,X
OSLTIZJ,O,O,O,X
OSLTJIZ,O,X,O,X
OSLTJZI,O,X,O,X
OSLTZIJ,O,O,O,X
OSLTZJI,O,O,O,X
OSLITJZ,O,X,O,X
OSLITZJ,O,O,O,X
OSLIJTZ,X,X,O,X
OSLIJZT,X,X,O,X
OSLIZTJ,O,O,O,X
OSLIZJT,X,O,O,X
OSLJTIZ,X,X,O,X
OSLJTZI,X,X,O,X
OSLJITZ,X,X,O,X
OSLJIZT,X,X,O,X
OSLJZTI,X,X,O,X
OSLJZIT,X,X,O,X
OSLZTIJ,O,O,O,X
OSLZTJI,O,O,O,X
OSLZITJ,O,O,O,X
OSLZIJT,X,O,O,X
OSLZJTI,X,O,O,X
OSLZJIT,X,O,O,X
OSJTILZ,O,X,O,O
OSJTIZL,O,X,O,O
OSJTLIZ,O,X,O,O
OSJTLZI,O,X,O,O
OSJTZIL,O,X,O,O
OSJTZLI,O,X,O,O
OSJITLZ,O,X,O,O
OSJITZL,O,X,O,O
OSJILTZ,X,X,O,X
OSJILZT,X,X,O,X
OSJIZTL,O,X,O,O
OSJIZLT,X,X,O,X
OSJLTIZ,X,X,O,X
OSJLTZI,X,X,O,X
OSJLITZ,X,X,O,X
OSJLIZT,X,X,O,X
OSJLZTI,X,X,O,X
OSJLZIT,X,X,O,X
OSJZTIL,O,X,O,O
OSJZTLI,O,X,O,O
OSJZITL,O,X,O,O
OSJZILT,X,X,O,X
OSJZLTI,X,X,O,X
OSJZLIT,X,X,O,X
OSZTILJ,O,O,O,X
OSZTIJL,O,O,O,X
OSZTLIJ,O,O,O,X
OSZTLJI,O,O,O,X
OSZTJIL,O,O,O,X
OSZTJLI,O,O,O,X
OSZITLJ,O,O,O,X
OSZITJL,O,O,O,X
OSZILTJ,O,O,O,X
OSZILJT,X,O,O,X
OSZIJTL,O,O,O,O
OSZIJLT,X,O,O,X
OSZLTIJ,O,O,O,X
OSZLTJI,O,O,O,X
OSZLITJ,O,O,O,X
OSZLIJT,X,O,O,X
OSZLJTI,X,O,O,X
OSZLJIT,X,O,O,X
OSZJTIL,O,O,O,O
OSZJTLI,O,O,O,O
OSZJITL,O,O,O,O
OSZJILT,X,O,O,X
OSZJLTI,X,O,O,X
OSZJLIT,X,O,O,X
OZTILJS,O,O,O,X
OZTILSJ,O,O,O,X
OZTIJLS,O,O,O,X
OZTIJSL,O,O,O,X
OZTISLJ,O,O,O,X
OZTISJL,O,O,O,X
OZTLIJS,O,O,O,X
OZTLISJ,O,O,O,X
OZTLJIS,O,O,O,X
OZTLJSI,X,O,O,X
OZTLSIJ,O,O,O,X
OZTLSJI,O,O,O,X
OZTJILS,O,O,O,X
OZTJISL,O,O,O,X
OZTJLIS,O,O,O,X
OZTJLSI,X,O,O,X
OZTJSIL,O,O,O,X
OZTJSLI,O,O,O,X
OZTSILJ,O,O,O,X
OZTSIJL,O,O,O,X
OZTSLIJ,O,O,O,X
OZTSLJI,O,O,O,X
OZTSJIL,O,O,O,X
OZTSJLI,O,O,O,X
OZITLJS,O,O,O,X
OZITLSJ,O,O,O,X
OZITJLS,O,O,O,X
OZITJSL,O,O,O,X
OZITSLJ,O,O,O,X
OZITSJL,O,O,O,X
OZILTJS,O,O,O,X
OZILTSJ,O,O,O,X
OZILJTS,X,O,O,X
OZILJST,X,O,O,X
OZILSTJ,O,O,O,X
OZILSJT,X,O,O,X
OZIJTLS,O,O,O,O
OZIJTSL,O,O,O,O
OZIJLTS,X,O,O,X
OZIJLST,X,O,O,X
OZIJSTL,O,O,O,O
OZIJSLT,X,O,O,X
OZISTLJ,O,O,O,X
OZISTJL,O,O,O,X
OZISLTJ,O,O,O,X
OZISLJT,X,O,O,X
OZISJTL,O,O,O,O
OZISJLT,X,O,O,X
OZLTIJS,O,O,O,X
OZLTISJ,O,O,O,X
OZLTJIS,O,O,O,X
OZLTJSI,X,O,O,X
OZLTSIJ,O,O,O,X
OZLTSJI,O,O,O,X
OZLITJS,O,O,O,X
OZLITSJ,O,O,O,X
OZLIJTS,X,O,O,X
OZLIJST,X,O,O,X
OZLISTJ,O,O,O,X
OZLISJT,X,O,O,X
OZLJTIS,X,O,O,X
OZLJTSI,X,O,O,X
OZLJITS,X,O,O,X
OZLJIST,X,O,O,X
OZLJSTI,X,O,O,X
OZLJSIT,X,O,O,X
OZLSTIJ,O,O,O,X
OZLSTJI,O,O,O,X
OZLSITJ,O,O,O,X
OZLSIJT,X,O,O,X
OZLSJTI,X,O,O,X
OZLSJIT,X,O,O,X
OZJTILS,O,O,O,O
OZJTISL,O,O,O,O
OZJTLIS,O,O,O,O
OZJTLSI,X,O,O,O
OZJTSIL,O,O,O,O
OZJTSLI,O,O,O,O
OZJITLS,O,O,O,O
OZJITSL,O,O,O,O
OZJILTS,X,O,O,X
OZJILST,X,O,O,X
OZJISTL,O,O,O,O
OZJISLT,X,O,O,X
OZJLTIS,X,O,O,X
OZJLTSI,X,O,O,X
OZJLITS,X,O,O,X
OZJLIST,X,O,O,X
OZJLSTI,X,O,O,X
OZJLSIT,X,O,O,X
OZJSTIL,O,O,O,O
OZJSTLI,O,O,O,O
OZJSITL,O,O,O,O
OZJSILT,X,O,O,X
OZJSLTI,X,O,O,X
OZJSLIT,X,O,O,X
OZSTILJ,O,O,O,X
OZSTIJL,O,O,O,X
OZSTLIJ,O,O,O,X
OZSTLJI,O,O,O,X
OZSTJIL,O,O,O,X
OZSTJLI,O,O,O,X
OZSITLJ,O,O,O,X
OZSITJL,O,O,O,X
OZSILTJ,O,O,O,X
OZSILJT,X,O,O,X
OZSIJTL,O,O,O,O
OZSIJLT,X,O,O,X
OZSLTIJ,O,O,O,X
OZSLTJI,O,O,O,X
OZSLITJ,O,O,O,X
OZSLIJT,X,O,O,X
OZSLJTI,X,O,O,X
OZSLJIT,X,O,O,X
OZSJTIL,O,O,O,O
OZSJTLI,O,O,O,O
OZSJITL,O,O,O,O
OZSJILT,X,O,O,X
OZSJLTI,X,O,O,X
OZSJLIT,X,O,O,X
